id	mode	old_offset	new_offset	old_size	new_size	refs_updated
ODYSSEY-TXT-000414	relocated	0x018610A	0x1417618	19	33	0x01AAA24
ODYSSEY-TXT-000415	inplace	0x01861BE	0x01861BE	57	57	
ODYSSEY-TXT-000416	relocated	0x0186239	0x141763C	42	50	0x01AA970
ODYSSEY-TXT-000417	relocated	0x0186291	0x1417670	12	14	0x01AA9A8
ODYSSEY-TXT-000418	inplace	0x0186362	0x0186362	12	10	
ODYSSEY-TXT-000419	inplace	0x0186399	0x0186399	30	28	
ODYSSEY-TXT-000420	inplace	0x01863EA	0x01863EA	35	32	
ODYSSEY-TXT-000421	relocated	0x018649C	0x1417680	55	66	0x01AABEC
ODYSSEY-TXT-000422	relocated	0x0186612	0x14176C4	11	12	0x01AAE14
ODYSSEY-TXT-000423	relocated	0x018667A	0x14176D0	19	23	0x01AAD1C
ODYSSEY-TXT-000424	relocated	0x01867C1	0x14176E8	25	34	0x01AACA0
ODYSSEY-TXT-000425	relocated	0x01868E8	0x141770C	9	15	0x01AAC24
ODYSSEY-TXT-000426	inplace	0x018697C	0x018697C	62	56	
ODYSSEY-TXT-000427	relocated	0x0186A40	0x141771C	21	26	0x01AAD98
ODYSSEY-TXT-000428	relocated	0x0186ACB	0x1417738	63	66	0x01AAE94
ODYSSEY-TXT-000429	relocated	0x0186BD2	0x141777C	44	49	0x01AAEE4
ODYSSEY-TXT-000430	relocated	0x0186C5F	0x14177B0	22	23	0x01AAF1C
ODYSSEY-TXT-000431	relocated	0x0186CC5	0x14177C8	32	45	0x01AAFDC
ODYSSEY-TXT-000432	inplace	0x0186D06	0x0186D06	16	12	
ODYSSEY-TXT-000433	inplace	0x0186D5A	0x0186D5A	127	123	
ODYSSEY-TXT-000434	relocated	0x0186EB4	0x14177F8	19	27	0x01AAF98
ODYSSEY-TXT-000435	inplace	0x0186F98	0x0186F98	37	30	
ODYSSEY-TXT-000436	relocated	0x0186FFA	0x1417814	45	50	0x01AB094
ODYSSEY-TXT-000437	relocated	0x01870F9	0x1417848	39	41	0x01AB0E4
ODYSSEY-TXT-000438	inplace	0x01871AE	0x01871AE	12	9	
ODYSSEY-TXT-000439	relocated	0x018725A	0x1417874	35	50	0x01AB258
ODYSSEY-TXT-000440	relocated	0x01872A5	0x14178A8	24	34	0x01AB350
ODYSSEY-TXT-000441	inplace	0x01872E3	0x01872E3	8	7	
ODYSSEY-TXT-000442	inplace	0x0187333	0x0187333	47	47	
ODYSSEY-TXT-000443	relocated	0x0187395	0x14178CC	10	13	0x01AB290
ODYSSEY-TXT-000444	relocated	0x01873FF	0x14178DC	30	44	0x01AB2D4
ODYSSEY-TXT-000445	relocated	0x0187429	0x1417908	9	10	0x01AB30C
ODYSSEY-TXT-000446	inplace	0x0187472	0x0187472	7	6	
ODYSSEY-TXT-000447	relocated	0x01874C9	0x1417914	27	30	0x01AB1DC
ODYSSEY-TXT-000448	relocated	0x018757B	0x1417934	67	71	0x01681D4
ODYSSEY-TXT-000451	relocated	0x01877EE	0x141797C	35	46	0x01AB448
ODYSSEY-TXT-000452	relocated	0x018783E	0x14179AC	20	23	0x01AB480
ODYSSEY-TXT-000454	relocated	0x01879C3	0x14179C4	16	21	0x01AB578
ODYSSEY-TXT-000455	relocated	0x0187A44	0x14179DC	12	18	0x01AB5F4
ODYSSEY-TXT-000456	inplace	0x0187ACA	0x0187ACA	48	47	
ODYSSEY-TXT-000457	relocated	0x0187B35	0x14179F0	40	50	0x01AB5BC
ODYSSEY-TXT-000458	relocated	0x0187B85	0x1417A24	15	16	0x01AB670
ODYSSEY-TXT-000459	inplace	0x0187C06	0x0187C06	44	39	
ODYSSEY-TXT-000460	inplace	0x0187C9E	0x0187C9E	84	74	
ODYSSEY-TXT-000461	relocated	0x0187D7E	0x1417A34	47	60	0x01AB6F8
ODYSSEY-TXT-000462	inplace	0x0187EF6	0x0187EF6	46	43	
ODYSSEY-TXT-000463	relocated	0x0187F5A	0x1417A70	7	9	0x01AB7F4
ODYSSEY-TXT-000464	inplace	0x0187F92	0x0187F92	17	15	
ODYSSEY-TXT-000465	relocated	0x0187FF7	0x1417A7C	7	12	0x01AB778
ODYSSEY-TXT-000466	relocated	0x0188086	0x1417A88	8	19	0x0E3CCD8,0x0E3CE74
ODYSSEY-TXT-000467	relocated	0x01880AB	0x1417A9C	29	40	0x01AB8EC
ODYSSEY-TXT-000468	relocated	0x0188139	0x1417AC4	44	47	0x01AB838
ODYSSEY-TXT-000469	relocated	0x018825C	0x1417AF4	31	33	0x01AB870
ODYSSEY-TXT-000470	relocated	0x018841D	0x1417B18	31	47	0x01ABA28
ODYSSEY-TXT-000471	relocated	0x0188424	0x1417B48	24	21	0x0D20360
ODYSSEY-TXT-000472	relocated	0x0188465	0x1417B60	57	64	0x01ABAA4
ODYSSEY-TXT-000473	relocated	0x01884F0	0x1417BA0	15	21	0x01ABADC
ODYSSEY-TXT-000474	relocated	0x0188555	0x1417BB8	61	75	0x01ABB20
ODYSSEY-TXT-000475	relocated	0x01885B2	0x1417C04	13	19	0x01ABB58
ODYSSEY-TXT-000476	relocated	0x01885F8	0x1417C18	58	59	0x01AB9E4
ODYSSEY-TXT-000477	relocated	0x0188618	0x1417C54	26	24	0x0E414DC,0x0E416D8,0x0E42634,0x0E42830
ODYSSEY-TXT-000478	inplace	0x01886AE	0x01886AE	23	19	
ODYSSEY-TXT-000479	relocated	0x0188734	0x1417C6C	42	51	0x01ABBA4
ODYSSEY-TXT-000480	relocated	0x01887F1	0x1417CA0	33	38	0x01ABBE0
ODYSSEY-TXT-000481	relocated	0x0188800	0x1417CC8	18	16	0x0E3BC34,0x0E3BE30
ODYSSEY-TXT-000482	relocated	0x0188C3C	0x1417CD8	87	99	0x016869C
ODYSSEY-TXT-000483	inplace	0x0188C93	0x0188C93	47	43	
ODYSSEY-TXT-000484	inplace	0x0188DF1	0x0188DF1	131	125	
ODYSSEY-TXT-000485	relocated	0x0188E94	0x1417D3C	15	18	0x01A9720
ODYSSEY-TXT-000486	relocated	0x0188F0A	0x1417D50	34	39	0x01A9764
ODYSSEY-TXT-000487	relocated	0x0188F46	0x1417D78	13	19	0x01A96A4
ODYSSEY-TXT-000488	inplace	0x0188F95	0x0188F95	18	15	
ODYSSEY-TXT-000489	relocated	0x0188FF9	0x1417D8C	34	39	0x01A96E8
ODYSSEY-TXT-000490	relocated	0x018909E	0x1417DB4	34	39	0x01A966C
ODYSSEY-TXT-000491	inplace	0x01890E6	0x01890E6	15	14	
ODYSSEY-TXT-000492	relocated	0x01891B3	0x1417DDC	56	57	0x01A97E0
ODYSSEY-TXT-000493	inplace	0x0189212	0x0189212	11	10	
ODYSSEY-TXT-000494	relocated	0x0189281	0x1417E18	40	51	0x01A985C
ODYSSEY-TXT-000495	relocated	0x01892D9	0x1417E4C	22	38	0x01A9818
ODYSSEY-TXT-000496	relocated	0x0189364	0x1417E74	20	24	0x01A9894
ODYSSEY-TXT-000497	relocated	0x01893FB	0x1417E8C	40	49	0x01A98D8
ODYSSEY-TXT-000498	relocated	0x0189459	0x1417EC0	37	40	0x01A9910
ODYSSEY-TXT-000499	relocated	0x018951C	0x1417EE8	48	54	0x01A9954
ODYSSEY-TXT-000500	relocated	0x018954C	0x1417F20	29	35	0x0168748
ODYSSEY-TXT-000501	relocated	0x0189569	0x1417F44	89	106	0x01ACE60
ODYSSEY-TXT-000502	relocated	0x0189657	0x1417FB0	53	58	0x01ABC28
ODYSSEY-TXT-000503	inplace	0x01896AC	0x01896AC	21	19	
ODYSSEY-TXT-000504	inplace	0x0189740	0x0189740	39	29	
ODYSSEY-TXT-000505	relocated	0x01897A4	0x1417FEC	33	36	0x01ABCDC
ODYSSEY-TXT-000506	relocated	0x018984B	0x1418010	56	63	0x01ABD20
ODYSSEY-TXT-000507	relocated	0x01898AB	0x1418050	25	34	0x01ABD58
ODYSSEY-TXT-000508	relocated	0x018992C	0x1418074	36	49	0x01ABD9C
ODYSSEY-TXT-000509	relocated	0x018998C	0x14180A8	12	16	0x01ABDD4
ODYSSEY-TXT-000510	inplace	0x01899A7	0x01899A7	39	34	
ODYSSEY-TXT-000511	inplace	0x0189A13	0x0189A13	64	57	
ODYSSEY-TXT-000512	relocated	0x0189A92	0x14180B8	13	16	0x01ABE50
ODYSSEY-TXT-000513	relocated	0x0189B24	0x14180C8	41	48	0x01ABE94
ODYSSEY-TXT-000514	inplace	0x0189B84	0x0189B84	31	30	
ODYSSEY-TXT-000515	relocated	0x0189C7E	0x14180F8	45	50	0x01ABF20
ODYSSEY-TXT-000516	relocated	0x0189D32	0x141812C	40	52	0x0168764
ODYSSEY-TXT-000517	relocated	0x0189D8B	0x1418160	24	25	0x01ABF58
ODYSSEY-TXT-000518	inplace	0x0189FA8	0x0189FA8	51	47	
ODYSSEY-TXT-000519	relocated	0x0189FEE	0x141817C	18	36	0x01AC050
ODYSSEY-TXT-000520	relocated	0x018A0F7	0x14181A0	15	17	0x01AC0D0
ODYSSEY-TXT-000521	relocated	0x018A1B2	0x14181B4	27	33	0x01AC120
ODYSSEY-TXT-000522	relocated	0x018A2D8	0x14181D8	47	49	0x01687D8
ODYSSEY-TXT-000523	relocated	0x018A307	0x141820C	50	56	0x01687B0
ODYSSEY-TXT-000524	relocated	0x018A339	0x1418244	82	84	0x01687C4
ODYSSEY-TXT-000525	inplace	0x018A40E	0x018A40E	34	34	
ODYSSEY-TXT-000526	inplace	0x018A4C6	0x018A4C6	72	72	
ODYSSEY-TXT-000527	relocated	0x018A535	0x1418298	32	36	0x01AC1D4
ODYSSEY-TXT-000528	relocated	0x018A601	0x14182BC	68	75	0x01AC218
ODYSSEY-TXT-000529	inplace	0x018A67F	0x018A67F	26	15	
ODYSSEY-TXT-000530	relocated	0x018A715	0x1418308	53	66	0x01AC294
ODYSSEY-TXT-000531	relocated	0x018A774	0x141834C	18	22	0x06461F8
ODYSSEY-TXT-000532	inplace	0x018A786	0x018A786	38	31	
ODYSSEY-TXT-000533	relocated	0x018A940	0x1418364	105	111	0x0168924
ODYSSEY-TXT-000534	relocated	0x018AB37	0x14183D4	60	63	0x01AC310
ODYSSEY-TXT-000535	relocated	0x018AD59	0x1418414	109	120	0x01689B4
ODYSSEY-TXT-000536	relocated	0x018AEA8	0x141848C	14	21	0x01AC348
ODYSSEY-TXT-000537	relocated	0x018AF45	0x14184A4	45	47	0x01AC38C
ODYSSEY-TXT-000538	relocated	0x018AFCC	0x14184D4	38	50	0x01AC3C4
ODYSSEY-TXT-000539	relocated	0x018B02E	0x1418508	14	16	0x01689E8
ODYSSEY-TXT-000540	relocated	0x018B05E	0x1418518	55	61	0x0168A10
ODYSSEY-TXT-000541	inplace	0x018B105	0x018B105	57	53	
ODYSSEY-TXT-000542	relocated	0x018B171	0x1418558	168	193	0x0168AC4
ODYSSEY-TXT-000543	relocated	0x018B282	0x141861C	88	91	0x0168A24
ODYSSEY-TXT-000545	inplace	0x018B451	0x018B451	62	57	
ODYSSEY-TXT-000546	relocated	0x018B4C5	0x1418678	12	16	0x01AC440
ODYSSEY-TXT-000547	inplace	0x018B573	0x018B573	85	78	
ODYSSEY-TXT-000548	relocated	0x018B5F4	0x1418688	58	59	0x01AC4C0
ODYSSEY-TXT-000549	inplace	0x018B720	0x018B720	66	52	
ODYSSEY-TXT-000550	relocated	0x018B7F0	0x14186C4	13	16	0x01AC548
ODYSSEY-TXT-000551	relocated	0x018B84D	0x14186D4	30	37	0x0168B30
ODYSSEY-TXT-000552	relocated	0x018B988	0x14186FC	29	34	0x01AC5C4
ODYSSEY-TXT-000553	relocated	0x018BA57	0x1418720	47	55	0x01AC608
ODYSSEY-TXT-000554	relocated	0x018BAC0	0x1418758	32	36	0x01AC640
ODYSSEY-TXT-000555	inplace	0x018BB8B	0x018BB8B	47	31	
ODYSSEY-TXT-000556	inplace	0x018BBF6	0x018BBF6	46	45	
ODYSSEY-TXT-000557	relocated	0x018BC84	0x141877C	42	47	0x01AC6C8
ODYSSEY-TXT-000558	relocated	0x018BD27	0x14187AC	32	41	0x0168B4C
ODYSSEY-TXT-000559	inplace	0x018BD47	0x018BD47	51	42	
ODYSSEY-TXT-000560	relocated	0x018BDC0	0x14187D8	57	59	0x0168BA0
ODYSSEY-TXT-000562	relocated	0x018BF6C	0x1418814	89	92	0x01AC78C
ODYSSEY-TXT-000563	inplace	0x018C03B	0x018C03B	17	17	
ODYSSEY-TXT-000564	relocated	0x018C0EA	0x1418870	32	34	0x01AC808
ODYSSEY-TXT-000565	relocated	0x018C140	0x1418894	58	65	0x01AC840
ODYSSEY-TXT-000566	relocated	0x018C14B	0x14188D8	47	62	0x0705108
ODYSSEY-TXT-000567	relocated	0x018C20E	0x1418918	117	145	0x01AC884
ODYSSEY-TXT-000568	relocated	0x018C2BC	0x14189AC	25	27	0x01AC8BC
ODYSSEY-TXT-000569	relocated	0x018C370	0x14189C8	20	24	0x0168BEC
ODYSSEY-TXT-000570	relocated	0x018C3FF	0x14189E0	76	82	0x01AC900
ODYSSEY-TXT-000571	relocated	0x018C473	0x1418A34	71	79	0x01AC9C4
ODYSSEY-TXT-000572	relocated	0x018C54B	0x1418A84	95	100	0x01ACA08
ODYSSEY-TXT-000573	relocated	0x018C5CD	0x1418AE8	40	50	0x01ACA40
ODYSSEY-TXT-000574	relocated	0x018C662	0x1418B1C	33	37	0x01AC93C
ODYSSEY-TXT-000575	relocated	0x018C773	0x1418B44	74	86	0x01AC98C
ODYSSEY-TXT-000576	relocated	0x018C8C2	0x1418B9C	59	76	0x01ACA84
ODYSSEY-TXT-000577	relocated	0x018C980	0x1418BE8	25	30	0x01ACABC
ODYSSEY-TXT-000578	relocated	0x018CA9C	0x1418C08	122	131	0x01ACB00
ODYSSEY-TXT-000579	inplace	0x018CB3E	0x018CB3E	46	39	
ODYSSEY-TXT-000580	relocated	0x018CC09	0x1418C8C	70	74	0x01ACB7C
ODYSSEY-TXT-000581	relocated	0x018CCAE	0x1418CD8	60	67	0x01ACBB4
ODYSSEY-TXT-000582	relocated	0x018CD9C	0x1418D1C	70	79	0x01ACC00
ODYSSEY-TXT-000583	relocated	0x018CE5A	0x1418D6C	30	46	0x01ACC3C
ODYSSEY-TXT-000584	relocated	0x018CEF4	0x1418D9C	55	66	0x01ACC40
ODYSSEY-TXT-000585	relocated	0x018CF2B	0x1418DE0	34	39	0x0168C00
ODYSSEY-TXT-000586	relocated	0x018D061	0x1418E08	120	131	0x01ACC84
ODYSSEY-TXT-000587	relocated	0x018D108	0x1418E8C	29	36	0x01ACCBC
ODYSSEY-TXT-000588	relocated	0x018D1E3	0x1418EB0	76	81	0x01ACD00
ODYSSEY-TXT-000589	relocated	0x018D241	0x1418F04	44	46	0x0B1A3B8
ODYSSEY-TXT-000590	relocated	0x018D26D	0x1418F34	23	37	0x01ACD38
ODYSSEY-TXT-000591	relocated	0x018D3D1	0x1418F5C	39	48	0x0168C4C
ODYSSEY-TXT-000592	relocated	0x018D492	0x1418F8C	103	121	0x0168C9C
ODYSSEY-TXT-000593	relocated	0x018D4F9	0x1419008	18	20	0x0168C70
ODYSSEY-TXT-000594	relocated	0x018D50B	0x141901C	48	60	0x0168CD4
ODYSSEY-TXT-000595	inplace	0x018D58C	0x018D58C	56	56	
ODYSSEY-TXT-000596	relocated	0x018D60A	0x1419058	87	101	0x0168EF8
ODYSSEY-TXT-000597	relocated	0x018D661	0x14190C0	35	43	0x0168F38
ODYSSEY-TXT-000598	relocated	0x018D97B	0x14190EC	42	56	0x0168E34
ODYSSEY-TXT-000599	relocated	0x018DABE	0x1419124	53	64	0x0168ED0
ODYSSEY-TXT-000600	relocated	0x018DE99	0x1419164	47	53	0x0169680
ODYSSEY-TXT-000601	inplace	0x018E30D	0x018E30D	35	26	
ODYSSEY-TXT-000602	relocated	0x018E4AF	0x141919C	27	32	0x016962C
ODYSSEY-TXT-000603	relocated	0x018E5C5	0x14191BC	37	43	0x0169710
ODYSSEY-TXT-000604	relocated	0x018EA84	0x14191E8	50	65	0x0169E88
ODYSSEY-TXT-000605	relocated	0x018F4A2	0x141922C	228	258	0x0169EF4
ODYSSEY-TXT-000606	relocated	0x018F695	0x1419330	134	164	0x0169F68
ODYSSEY-TXT-000607	relocated	0x018F6EB	0x14193D4	48	65	0x1A45E58
ODYSSEY-TXT-000608	relocated	0x018F77B	0x1419418	50	65	0x016A014
ODYSSEY-TXT-000609	relocated	0x018F7DD	0x141945C	22	32	0x0169FB8
ODYSSEY-TXT-000610	relocated	0x018F824	0x141947C	28	33	0x0169F84
ODYSSEY-TXT-000611	relocated	0x018F92C	0x14194A0	46	63	0x0169FDC
ODYSSEY-TXT-000613	relocated	0x018FC2B	0x14194E0	58	70	0x016A098
ODYSSEY-TXT-000614	relocated	0x018FF19	0x1419528	15	18	0x016A0EC
ODYSSEY-TXT-000615	relocated	0x0190001	0x141953C	36	49	0x0C39910
ODYSSEY-TXT-000616	relocated	0x0190008	0x1419570	29	41	0x0805110,0x0823B80,0x0824640,0x08246EC,0x083BC54,0x086A424,0x086A544,0x086A664,0x086A784,0x086A8A4,0x086A9C4,0x086AAE4,0x086AC04,0x086AD24,0x086AE44,0x086B0A4,0x086B1C4,0x086B2E4,0x086D574,0x086D694,0x086D7B4
ODYSSEY-TXT-000617	relocated	0x01900D4	0x141959C	59	75	0x016550C
ODYSSEY-TXT-000618	relocated	0x019021A	0x14195E8	32	33	0x016A214
ODYSSEY-TXT-000619	relocated	0x01902F5	0x141960C	55	57	0x016A2B0
ODYSSEY-TXT-000620	relocated	0x01904F9	0x1419648	12	18	0x016A3EC
ODYSSEY-TXT-000621	relocated	0x01904FA	0x141965C	11	19	0x0B16D08
ODYSSEY-TXT-000622	relocated	0x019051C	0x1419670	29	32	0x016A478
ODYSSEY-TXT-000623	inplace	0x0190539	0x0190539	23	18	
ODYSSEY-TXT-000625	relocated	0x0190AA9	0x1419690	44	48	0x01C4C14
ODYSSEY-TXT-000626	relocated	0x0190BFB	0x14196C0	35	48	0x1A1F0DC
ODYSSEY-TXT-000627	relocated	0x0190C05	0x14196F0	25	41	0x0A5ED70
ODYSSEY-TXT-000628	relocated	0x0190C1E	0x141971C	66	88	0x016A570
ODYSSEY-TXT-000629	relocated	0x01911EC	0x1419774	75	77	0x016A644
ODYSSEY-TXT-000630	relocated	0x019121F	0x14197C4	24	31	0x0AAC518
ODYSSEY-TXT-000631	relocated	0x0191237	0x14197E4	52	69	0x016A648
ODYSSEY-TXT-000632	relocated	0x01912F0	0x141982C	76	95	0x1A5F254
ODYSSEY-TXT-000633	inplace	0x019142C	0x019142C	16	13	
ODYSSEY-TXT-000634	relocated	0x0191743	0x141988C	61	68	0x016A7A4
ODYSSEY-TXT-000635	relocated	0x0191813	0x14198D0	45	67	0x0A7B494
ODYSSEY-TXT-000636	relocated	0x0191917	0x1419914	80	87	0x0A9EA04
ODYSSEY-TXT-000637	relocated	0x0191C0C	0x141996C	42	41	0x0AB44D4
ODYSSEY-TXT-000638	relocated	0x0191C1A	0x1419998	28	19	0x0A66E9C
ODYSSEY-TXT-000639	relocated	0x0191C21	0x14199AC	21	17	0x0460244
ODYSSEY-TXT-000640	relocated	0x0191D0B	0x14199C0	109	125	0x0A54B4C
ODYSSEY-TXT-000641	relocated	0x0191EF6	0x1419A40	52	57	0x0B20C74
ODYSSEY-TXT-000642	relocated	0x0191F2D	0x1419A7C	55	65	0x050B874
ODYSSEY-TXT-000643	relocated	0x0191F64	0x1419AC0	28	37	0x016A9A0
ODYSSEY-TXT-000644	inplace	0x01923F1	0x01923F1	29	28	
ODYSSEY-TXT-000645	relocated	0x019240E	0x1419AE8	31	47	0x016AB3C
ODYSSEY-TXT-000646	relocated	0x0192412	0x1419B18	27	38	0x0A154A8
ODYSSEY-TXT-000647	relocated	0x0192425	0x1419B40	8	11	0x04FA980
ODYSSEY-TXT-000648	relocated	0x019242D	0x1419B4C	84	98	0x016AAB8
ODYSSEY-TXT-000649	relocated	0x01924E4	0x1419BB0	64	64	0x016AB54
ODYSSEY-TXT-000650	relocated	0x0192513	0x1419BF0	17	18	0x1A65808
ODYSSEY-TXT-000651	relocated	0x0192556	0x1419C04	86	105	0x016AB78
ODYSSEY-TXT-000652	relocated	0x0192733	0x1419C70	34	40	0x06B1B98,0x0A62FF0
ODYSSEY-TXT-000653	relocated	0x01927B2	0x1419C98	47	56	0x016AC24
ODYSSEY-TXT-000654	relocated	0x01927E1	0x1419CD0	45	46	0x016AC2C
ODYSSEY-TXT-000655	relocated	0x019280E	0x1419D00	37	44	0x016AC50
ODYSSEY-TXT-000656	relocated	0x019281D	0x1419D2C	22	29	0x03F53F4
ODYSSEY-TXT-000657	relocated	0x019281F	0x1419D4C	20	24	0x0A44F84
ODYSSEY-TXT-000658	relocated	0x01928A8	0x1419D64	39	53	0x016AC64
ODYSSEY-TXT-000659	inplace	0x0192968	0x0192968	31	30	
ODYSSEY-TXT-000660	relocated	0x0192B5B	0x1419D9C	172	176	0x0B47658
ODYSSEY-TXT-000661	relocated	0x0192B94	0x1419E4C	115	122	0x1027FD8
ODYSSEY-TXT-000662	relocated	0x0192C07	0x1419EC8	206	213	0x016AD90
ODYSSEY-TXT-000663	relocated	0x0192C32	0x1419FA0	163	167	0x04D2E2C,0x1A5EBDC
ODYSSEY-TXT-000664	inplace	0x0192DE3	0x0192DE3	226	225	
ODYSSEY-TXT-000665	relocated	0x0193223	0x141A048	59	62	0x04D5D10
ODYSSEY-TXT-000666	relocated	0x01932C5	0x141A088	47	49	0x016AEBC
ODYSSEY-TXT-000667	relocated	0x01933FB	0x141A0BC	52	46	0x016B0B4
ODYSSEY-TXT-000668	relocated	0x0193414	0x141A0EC	27	27	0x03F41A0
ODYSSEY-TXT-000669	relocated	0x019341F	0x141A108	16	20	0x0B20208
ODYSSEY-TXT-000670	relocated	0x01936EE	0x141A11C	17	21	0x016B208
ODYSSEY-TXT-000671	relocated	0x0193841	0x141A134	26	34	0x1A7EDEC
ODYSSEY-TXT-000672	relocated	0x019396B	0x141A158	18	22	0x016B25C
ODYSSEY-TXT-000673	relocated	0x019397D	0x141A170	123	144	0x016B240
ODYSSEY-TXT-000674	inplace	0x0193BD4	0x0193BD4	28	28	
ODYSSEY-TXT-000675	relocated	0x0193EC1	0x141A200	105	106	0x016B3B4
ODYSSEY-TXT-000676	relocated	0x0193F2A	0x141A26C	87	90	0x016B3F0
ODYSSEY-TXT-000677	relocated	0x0193F81	0x141A2C8	46	52	0x016B3F8
ODYSSEY-TXT-000678	relocated	0x019406F	0x141A2FC	64	76	0x016B41C
ODYSSEY-TXT-000679	relocated	0x0194072	0x141A348	61	73	0x0706194
ODYSSEY-TXT-000680	relocated	0x0194461	0x141A394	14	23	0x0A394D8
ODYSSEY-TXT-000681	relocated	0x019446F	0x141A3AC	45	55	0x016B570
ODYSSEY-TXT-000682	relocated	0x019449C	0x141A3E4	48	55	0x016B588
ODYSSEY-TXT-000683	relocated	0x019455A	0x141A41C	23	26	0x016B5A8
ODYSSEY-TXT-000684	relocated	0x01948D2	0x141A438	20	27	0x016B4F4
ODYSSEY-TXT-000685	relocated	0x0194927	0x141A454	22	24	0x1B1BCD4
ODYSSEY-TXT-000686	relocated	0x0194F1F	0x141A46C	80	98	0x016BA24
ODYSSEY-TXT-000687	relocated	0x0194F6F	0x141A4D0	7	9	0x016BA28
ODYSSEY-TXT-000688	relocated	0x0194FBD	0x141A4DC	52	60	0x016BA00
ODYSSEY-TXT-000689	relocated	0x0194FF1	0x141A518	19	23	0x016BA04
ODYSSEY-TXT-000690	inplace	0x01953AF	0x01953AF	63	59	
ODYSSEY-TXT-000691	inplace	0x0195537	0x0195537	124	123	
ODYSSEY-TXT-000692	relocated	0x019560F	0x141A530	41	58	0x016BB00
ODYSSEY-TXT-000693	relocated	0x019566B	0x141A56C	126	141	0x01AD064
ODYSSEY-TXT-000694	relocated	0x01958B8	0x141A5FC	32	41	0x016BBCC
ODYSSEY-TXT-000695	inplace	0x01959CC	0x01959CC	60	54	
ODYSSEY-TXT-000696	relocated	0x0195D5F	0x141A628	22	28	0x016BD54
ODYSSEY-TXT-000697	inplace	0x0195DAD	0x0195DAD	39	33	
ODYSSEY-TXT-000698	relocated	0x0195DE5	0x141A644	78	98	0x05D2770
ODYSSEY-TXT-000699	relocated	0x0195E47	0x141A6A8	33	37	0x05D595C
ODYSSEY-TXT-000700	relocated	0x0195EBF	0x141A6D0	53	55	0x016BF70
ODYSSEY-TXT-000701	inplace	0x0195F4F	0x0195F4F	31	31	
ODYSSEY-TXT-000702	relocated	0x0195F98	0x141A708	87	98	0x016C024
ODYSSEY-TXT-000703	relocated	0x0195FEF	0x141A76C	40	42	0x016C010
ODYSSEY-TXT-000704	relocated	0x0196076	0x141A798	24	31	0x016C114
ODYSSEY-TXT-000705	relocated	0x01960BB	0x141A7B8	14	18	0x016C398
ODYSSEY-TXT-000706	relocated	0x01960C9	0x141A7CC	64	71	0x016C340
ODYSSEY-TXT-000707	relocated	0x019640C	0x141A814	63	64	0x016C440
ODYSSEY-TXT-000708	inplace	0x01964C4	0x01964C4	19	15	
ODYSSEY-TXT-000709	inplace	0x01965F4	0x01965F4	35	31	
ODYSSEY-TXT-000710	relocated	0x0196913	0x141A854	45	52	0x016C618
ODYSSEY-TXT-000711	relocated	0x01969DC	0x141A888	31	38	0x016C784
ODYSSEY-TXT-000712	relocated	0x0196A26	0x141A8B0	32	37	0x016C7A0
ODYSSEY-TXT-000713	inplace	0x0196AF3	0x0196AF3	26	23	
ODYSSEY-TXT-000714	inplace	0x0196B0D	0x0196B0D	35	32	
ODYSSEY-TXT-000715	inplace	0x0196D6F	0x0196D6F	24	23	
ODYSSEY-TXT-000716	inplace	0x0196E1B	0x0196E1B	37	34	
ODYSSEY-TXT-000717	inplace	0x0196F64	0x0196F64	29	26	
ODYSSEY-TXT-000718	relocated	0x0196FC1	0x141A8D8	62	76	0x016CB78
ODYSSEY-TXT-000719	inplace	0x019707A	0x019707A	28	20	
ODYSSEY-TXT-000720	inplace	0x019709D	0x019709D	21	20	
ODYSSEY-TXT-000721	relocated	0x0197260	0x141A924	88	98	0x016D078
ODYSSEY-TXT-000722	inplace	0x01975D1	0x01975D1	58	52	
ODYSSEY-TXT-000724	relocated	0x019777A	0x141A988	14	17	0x016D1A8
ODYSSEY-TXT-000725	relocated	0x019798A	0x141A99C	55	65	0x016D260
ODYSSEY-TXT-000726	relocated	0x0197B20	0x141A9E0	79	82	0x016D27C
ODYSSEY-TXT-000727	relocated	0x0197C0C	0x141AA34	36	45	0x016D298
ODYSSEY-TXT-000728	inplace	0x0197D50	0x0197D50	48	40	
ODYSSEY-TXT-000729	relocated	0x0197D80	0x141AA64	105	118	0x016D404
ODYSSEY-TXT-000730	inplace	0x01980BC	0x01980BC	120	117	
ODYSSEY-TXT-000731	relocated	0x01986B4	0x141AADC	21	24	0x016D664
ODYSSEY-TXT-000732	relocated	0x01986FD	0x141AAF4	33	37	0x05CB1C0
ODYSSEY-TXT-000733	relocated	0x0198787	0x141AB1C	97	103	0x016D63C
ODYSSEY-TXT-000734	inplace	0x0198800	0x0198800	18	15	
ODYSSEY-TXT-000735	relocated	0x0198985	0x141AB84	28	34	0x016D618
ODYSSEY-TXT-000736	relocated	0x0198BBB	0x141ABA8	100	103	0x016D6C8
ODYSSEY-TXT-000737	relocated	0x0198C1F	0x141AC10	92	111	0x016D6E0
ODYSSEY-TXT-000738	relocated	0x0198ECA	0x141AC80	204	223	0x016D7D8
ODYSSEY-TXT-000739	inplace	0x019918E	0x019918E	121	120	
ODYSSEY-TXT-000740	relocated	0x019925E	0x141AD60	56	59	0x016D868
ODYSSEY-TXT-000741	relocated	0x019937E	0x141AD9C	59	71	0x016D88C
