id	offset	orig_size_bytes	english	control_codes	n_chars	n_lines	references	context	french	status
ODYSSEY-TXT-001102	0x01B3083	38	I’m playing for the first time. Help!		37	1	0x045B0B4	HELP System	Je joue pour la première fois. À l’aide !	TRANSLATED
ODYSSEY-TXT-001103	0x01B30A9	24	What should I be doing?		23	1	0x045B0B8	HELP System	Que devrais-je faire ?	TRANSLATED
ODYSSEY-TXT-001104	0x01B30C1	27	I can’t get out of a room!		26	1	0x045B0BC	HELP System	J’arrive pas à sortir d’une pièce !	TRANSLATED
ODYSSEY-TXT-001105	0x01B30DC	32	I can’t find the person I want.		31	1	0x045B0C0	HELP System	Je ne trouve pas la personne que je cherche.	TRANSLATED
ODYSSEY-TXT-001106	0x01B30FC	35	I’ve talked to everyone. Now what?		34	1	0x045B0C4	HELP System	J’ai parlé à tout le monde. Et maintenant ?	TRANSLATED
ODYSSEY-TXT-001107	0x01B311F	33	There’s someone blocking my way!		32	1	0x045B0C8	HELP System	Quelqu’un me bloque le passage !	TRANSLATED
ODYSSEY-TXT-001108	0x01B3131	15	ocking my way!		14	1	0x0AB4A64	HELP System fragment	…me bloque le passage !	TRANSLATED
ODYSSEY-TXT-001109	0x01B3140	15	I can’t go on!		14	1	0x045B0CC	HELP System	Je peux pas continuer !	TRANSLATED
ODYSSEY-TXT-001110	0x01B3144	11	n’t go on!		10	1	0x0B06538	HELP System fragment	…peux pas continuer !	TRANSLATED
ODYSSEY-TXT-001111	0x01B314F	25	I’m out of things to do.		24	1	0x045B0D0	HELP System	Je n’ai plus rien à faire.	TRANSLATED
ODYSSEY-TXT-001112	0x01B3168	33	What happened to the item I got?		32	1	0x045B0D4	HELP System	Qu’est devenu l’objet que j’ai eu ?	TRANSLATED
ODYSSEY-TXT-001113	0x01B3189	37	What are the basics of my adventure?		36	1	0x045B0D8	HELP System	Quelles sont les bases de mon aventure ?	TRANSLATED
ODYSSEY-TXT-001114	0x01B31AE	37	How are roads and forests different?		36	1	0x045B0DC	HELP System	Quelle différence entre routes et forêts ?	TRANSLATED
ODYSSEY-TXT-001115	0x01B31D3	25	How are caves different?		24	1	0x045B0E0	HELP System	Qu’est-ce qui différencie les grottes ?	TRANSLATED
ODYSSEY-TXT-001116	0x01B31EC	19	How do I progress?		18	1	0x045B0E4	HELP System	Comment je progresse ?	TRANSLATED
ODYSSEY-TXT-001117	0x01B31FF	22	When can I use items?		21	1	0x045B0E8	HELP System	Quand puis-je utiliser des objets ?	TRANSLATED
ODYSSEY-TXT-001118	0x01B3215	17	What’s a battle?		16	1	0x045B0EC	HELP System	Qu’est-ce qu’un combat ?	TRANSLATED
ODYSSEY-TXT-001119	0x01B3226	29	How do I prepare for battle?		28	1	0x045B0F0	HELP System	Comment me préparer au combat ?	TRANSLATED
ODYSSEY-TXT-001120	0x01B3276	26	What is a status problem?		25	1	0x045B0FC	HELP System	Qu’est-ce qu’un problème de statut ?	TRANSLATED
ODYSSEY-TXT-001121	0x01B32CD	22	I ran out of POTIONS.		21	1	0x045B108	HELP System	Je n’ai plus de POTIONS.	TRANSLATED
ODYSSEY-TXT-001122	0x01B32F9	18	What’s a TRAINER?		17	1	0x045B110	HELP System	Qu’est-ce qu’un DRESSEUR ?	TRANSLATED
ODYSSEY-TXT-001123	0x01B330B	32	How do I win against a TRAINER?		31	1	0x045B114	HELP System	Comment battre un DRESSEUR ?	TRANSLATED
ODYSSEY-TXT-001124	0x01B335C	23	What are HIDDEN moves?		22	1	0x045B120	HELP System	Que sont les capacités CACHÉES ?	TRANSLATED
ODYSSEY-TXT-001125	0x01B3373	25	What moves should I use?		24	1	0x045B124	HELP System	Quelles capacités dois-je utiliser ?	TRANSLATED
ODYSSEY-TXT-001126	0x01B338C	26	I want to add more moves.		25	1	0x045B128	HELP System	Je veux apprendre plus de capacités.	TRANSLATED
ODYSSEY-TXT-001127	0x01B33EA	24	What do I do in a cave?		23	1	0x045B134	HELP System	Que faire dans une grotte ?	TRANSLATED
ODYSSEY-TXT-001128	0x01B3402	37	There’s nothing that I want to know!		36	1	0x045B138	HELP System	Il n’y a rien que je veux savoir !	TRANSLATED
ODYSSEY-TXT-001129	0x01B3457	24	I want to end the game.		23	1	0x045B144	HELP System	Je veux arrêter de jouer.	TRANSLATED
ODYSSEY-TXT-001130	0x01B3481	26	What is that person like?		25	1	0x045B14C	HELP System	Comment est cette personne ?	TRANSLATED
ODYSSEY-TXT-001131	0x01B349B	28	What does a HIDDEN move do?		27	1	0x045B150	HELP System	Que fait une capacité CACHÉE ?	TRANSLATED
ODYSSEY-TXT-001132	0x01B34B7	31	What do I do in a SAFARI GAME?		30	1	0x045B154	HELP System	Que faire dans un JEU SAFARI ?	TRANSLATED
ODYSSEY-TXT-001133	0x01B34D6	32	What are the SAFARI GAME rules?		31	1	0x045B158	HELP System	Quelles sont les règles du JEU SAFARI ?	TRANSLATED
ODYSSEY-TXT-001134	0x01B34F6	32	I want to end this SAFARI GAME!		31	1	0x045B15C	HELP System	Je veux arrêter ce JEU SAFARI !	TRANSLATED
ODYSSEY-TXT-001135	0x01B3516	15	What is a GYM?		14	1	0x045B160	HELP System	Qu’est-ce qu’une ARÈNE ?	TRANSLATED
ODYSSEY-TXT-001136	0x01B35E6	261	When you come across another person,<FE>go up to them and press the A Button.<FA>That will get them to talk and interact<FA>with your character. You may also<FA>examine various items and objects in<FA>the same way. Talk to people and check<FA>things often to obtain information.	FA;FE	254	2	0x045B16C	HELP System	Quand tu croises quelqu’un,<FE>approche-toi et appuie sur A.<FA>Ça les fera parler et interagir<FA>avec ton personnage. Tu peux aussi<FA>examiner divers objets ainsi.<FA>Parle aux gens et examine souvent<FA>les choses pour obtenir des informations.	TRANSLATED
ODYSSEY-TXT-001137	0x01B379A	175	This isn’t something you should worry<FE>about too much.<FA>Talk to other people, check signs,<FA>check things, and so on.<FA>Sometimes, you may need to just move<FA>to a new town or place.	FA;FE	169	2	0x045B174	HELP System	Ce n’est pas quelque chose dont il<FE>faut trop t’en inquiéter.<FA>Parle aux autres, regarde les panneaux,<FA>examine les choses, etc.<FA>Parfois, il suffit juste d’aller<FA>dans une nouvelle ville ou un nouvel endroit.	TRANSLATED
ODYSSEY-TXT-001138	0x01B3849	45	Try moving on to a new road, town, or<FE>place.	FE	43	2	0x045B178	HELP System	Essaie d’aller vers une nouvelle<FE>route, ville, ou un nouvel endroit.	TRANSLATED
ODYSSEY-TXT-001139	0x01B3876	252	There could be something in the town<FE>or inside a building that is the cause.<FA>Try talking to the people in the area<FA>again. If there is a problem that they<FA>need solved, you may have to help.<FA>Afterwards, try talking to the person<FA>blocking your way again.	FA;FE	245	2	0x045B17C	HELP System	Il pourrait y avoir quelque chose<FE>en ville ou dans un bâtiment qui en est la cause.<FA>Essaie de reparler aux gens du<FA>coin. S’ils ont un problème à<FA>résoudre, tu devras peut-être aider.<FA>Ensuite, essaie de reparler à la<FA>personne qui te bloque le passage.	TRANSLATED
ODYSSEY-TXT-001140	0x01B3A51	123	Try going to places where you <FE>haven’t visited yet.<FA>Also, check everything that looks<FA>suspicious by pressing the A Button.	FA;FE	119	2	0x045B184	HELP System	Essaie d’aller là où tu <FE>n’es pas encore allé.<FA>Aussi, examine tout ce qui semble<FA>suspect en appuyant sur A.	TRANSLATED
ODYSSEY-TXT-001141	0x01B3ACC	234	Any item that you are given by another<FE>character goes in your BAG.<FA>The item is automatically sorted and<FA>placed in one of three pockets.<FA>For instructions on the BAG’s use,<FA>please refer to the HELP System’s<FA>“How do I do this?” heading.	FA;FE	227	2	0x045B188	HELP System	Tout objet donné par un autre<FE>personnage va dans ton SAC.<FA>Il est automatiquement trié et<FA>placé dans l’une des trois poches.<FA>Pour des instructions sur l’usage<FA>du SAC, consulte la rubrique<FA>“Comment je fais ça ?” du Système d’AIDE.	TRANSLATED
ODYSSEY-TXT-001142	0x01B3C99	130	Forests are basically the same as<FE>roads but they can be like mazes.<FA>All forests have a way out, so don’t<FA>give up if you get lost.	FA;FE	126	2	0x045B190	HELP System	Les forêts sont essentiellement<FE>comme les routes, mais peuvent être labyrinthiques.<FA>Toutes les forêts ont une sortie,<FA>alors n’abandonne pas si tu te perds.	TRANSLATED
ODYSSEY-TXT-001143	0x01B3EBC	195	There are several kinds of items.<FE>Some can be used only on the field.<FA>Some are only for use during battle.<FA>Some can be used anytime.<FA>Try using an item - if it can’t be used,<FA>you will be alerted.	FA;FE	189	2	0x045B19C	HELP System	Il existe plusieurs types d’objets.<FE>Certains ne s’utilisent qu’à l’extérieur des combats.<FA>D’autres seulement en combat.<FA>Certains à tout moment.<FA>Essaie d’utiliser un objet : si ça<FA>ne marche pas, tu seras averti.	TRANSLATED
ODYSSEY-TXT-001144	0x01B4566	22	lose to being caught!		21	1	0x1A6388C	DIALOGUE fragment	…proche d’être attrapé !	TRANSLATED
ODYSSEY-TXT-001145	0x01B4FB2	75	Trust your own knowledge and power.<FE>Believe in yourself and find your way!	FE	73	2	0x045B1EC	HELP System	Fais confiance à ton savoir et à<FE>ta force. Crois en toi et trouve ton chemin !	TRANSLATED
ODYSSEY-TXT-001146	0x01B51B1	193	You can safely end your game by<FE>selecting “SAVE” on the MENU.<FA>Once you have saved, the game can be<FA>safely turned off. When the game is<FA>turned back on, you can resume from<FA>where you last saved.	FA;FE	187	2	0x045B1F8	HELP System	Tu peux arrêter ta partie en<FE>sécurité en sélectionnant “SAUVEGARDER” dans le MENU.<FA>Une fois sauvegardé, tu peux<FA>éteindre la console en toute<FA>sécurité. Au rallumage, tu<FA>reprendras où tu t’étais arrêté.	TRANSLATED
ODYSSEY-TXT-001147	0x01B5325	93	Use the FAME CHECKER among the<FE>KEY ITEMS in your BAG.<FA>It may give you a hint, so try it out.	FA;FE	90	2	0x045B200	HELP System	Utilise le VÉRIF-CÉLÉBRITÉ parmi<FE>les OBJETS CLÉS de ton SAC.<FA>Ça pourrait te donner un indice, essaie.	TRANSLATED
ODYSSEY-TXT-001148	0x01B5455	39	one<FA>for traveling on water, and so on.	FA	37	1	0x1A6BD84	HELP System fragment	…un<FA>pour voyager sur l’eau, etc.	TRANSLATED
ODYSSEY-TXT-001149	0x01B54E1	168	Your SAFARI GAME ends once you have<FE>traveled a certain distance or thrown<FA>all your SAFARI BALLS.<FA>Open the MENU to check the remaining<FA>number of steps and SAFARI BALLS.	FA;FE	163	2	0x045B20C	HELP System	Ton JEU SAFARI se termine une fois<FE>que tu as parcouru une certaine distance ou lancé<FA>toutes tes SAFARI BALLS.<FA>Ouvre le MENU pour voir le nombre<FA>de pas et de SAFARI BALLS restants.	TRANSLATED
ODYSSEY-TXT-001150	0x01B5589	107	If you would like to cut your SAFARI<FE>GAME short, open the MENU and select<FA>“RETIRE” at the top of the list.	FA;FE	104	2	0x045B210	HELP System	Si tu veux écourter ton JEU<FE>SAFARI, ouvre le MENU et sélectionne<FA>“QUITTER” en haut de la liste.	TRANSLATED
ODYSSEY-TXT-001151	0x01B5705	18	  Using “SUMMARY”		17	1	0x045B224	HELP System menu	  Utiliser “RÉSUMÉ”	TRANSLATED
ODYSSEY-TXT-001152	0x01B5717	17	  Using “SWITCH”		16	1	0x045B228	HELP System menu	  Utiliser “PERMUTER”	TRANSLATED
ODYSSEY-TXT-001153	0x01B5728	15	  Using “ITEM”		14	1	0x045B22C	HELP System menu	  Utiliser “OBJET”	TRANSLATED
ODYSSEY-TXT-001154	0x01B5737	13	 Using “BAG”		12	1	0x045B230	HELP System menu	 Utiliser “SAC”	TRANSLATED
ODYSSEY-TXT-001155	0x01B5744	16	  Using an item		15	1	0x045B234	HELP System menu	  Utiliser un objet	TRANSLATED
ODYSSEY-TXT-001156	0x01B5754	19	  Using a key item		18	1	0x045B238	HELP System menu	  Utiliser un objet clé	TRANSLATED
ODYSSEY-TXT-001157	0x01B577B	12	 Using “<FD:01>”	FD	9	1	0x045B240	HELP System menu	 Utiliser “<FD:01>”	TRANSLATED
ODYSSEY-TXT-001158	0x01B5787	14	 Using “SAVE”		13	1	0x045B244	HELP System menu	 Utiliser “SAUVEGARDER”	TRANSLATED
ODYSSEY-TXT-001159	0x01B5795	16	 Using “OPTION”		15	1	0x045B248	HELP System menu	 Utiliser “OPTIONS”	TRANSLATED
ODYSSEY-TXT-001160	0x01B57A5	19	    Using a POTION		18	1	0x045B24C	HELP System menu	    Utiliser une POTION	TRANSLATED
ODYSSEY-TXT-001161	0x01B57B8	23	    Using the TOWN MAP		22	1	0x045B250	HELP System menu	    Utiliser la CARTE	TRANSLATED
ODYSSEY-TXT-001162	0x01B57CF	15	    Using a TM		14	1	0x045B254	HELP System menu	    Utiliser une CT	TRANSLATED
ODYSSEY-TXT-001163	0x01B57DE	16	    Using an HM		15	1	0x045B258	HELP System menu	    Utiliser une CS	TRANSLATED
ODYSSEY-TXT-001164	0x01B57EE	31	Using a move outside of battle		30	1	0x045B25C	HELP System menu	Utiliser une capacité hors combat	TRANSLATED
ODYSSEY-TXT-001165	0x01B580D	23	    Riding the BICYCLE		22	1	0x045B260	HELP System menu	    Utiliser le VÉLO	TRANSLATED
ODYSSEY-TXT-001166	0x01B5824	16	Entering a name		15	1	0x045B264	HELP System menu	Entrer un nom	TRANSLATED
ODYSSEY-TXT-001167	0x01B5834	11	Using a PC		10	1	0x045B268	HELP System menu	Utiliser un PC	TRANSLATED
ODYSSEY-TXT-001168	0x01B583F	17	 Using “<FD:02>’S PC”	FD	14	1	0x045B26C	HELP System menu	 Utiliser le “PC DE <FD:02>”	TRANSLATED
ODYSSEY-TXT-001169	0x01B5850	19	  Using “WITHDRAW”		18	1	0x045B270	HELP System menu	  Utiliser “RETIRER”	TRANSLATED
ODYSSEY-TXT-001170	0x01B5863	18	  Using “DEPOSIT”		17	1	0x045B274	HELP System menu	  Utiliser “DÉPOSER”	TRANSLATED
ODYSSEY-TXT-001171	0x01B5875	15	  Using “MOVE”		14	1	0x045B278	HELP System menu	  Utiliser “DÉPLACER”	TRANSLATED
ODYSSEY-TXT-001172	0x01B5884	15	  Moving items		14	1	0x045B27C	HELP System menu	  Déplacer des objets	TRANSLATED
ODYSSEY-TXT-001173	0x01B5893	17	 Using “<FD:01>’s PC”	FD	14	1	0x045B280	HELP System menu	 Utiliser le “PC DE <FD:01>”	TRANSLATED
ODYSSEY-TXT-001174	0x01B58A4	24	  Using “WITHDRAW ITEM”		23	1	0x045B284	HELP System menu	  Utiliser “RETIRER OBJET”	TRANSLATED
ODYSSEY-TXT-001175	0x01B58BC	23	  Using “DEPOSIT ITEM”		22	1	0x045B288	HELP System menu	  Utiliser “DÉPOSER OBJET”	TRANSLATED
ODYSSEY-TXT-001176	0x01B58D3	18	  Using “MAILBOX”		17	1	0x045B28C	HELP System menu	  Utiliser “BOÎTE AUX LETTRES”	TRANSLATED
ODYSSEY-TXT-001177	0x01B58E5	24	 Using “PROF. OAK’S PC”		23	1	0x045B290	HELP System menu	 Utiliser le “PC DU PR CHEN”	TRANSLATED
ODYSSEY-TXT-001178	0x01B58FD	17	Opening the MENU		16	1	0x045B294	HELP System menu	Ouvrir le MENU	TRANSLATED
ODYSSEY-TXT-001179	0x01B590E	15	 Using “FIGHT”		14	1	0x045B298	HELP System menu	 Utiliser “COMBAT”	TRANSLATED
ODYSSEY-TXT-001180	0x01B592E	16	  Using “SHIFT”		15	1	0x045B2A0	HELP System menu	  Utiliser “CHANGER”	TRANSLATED
ODYSSEY-TXT-001181	0x01B593E	18	  Using “SUMMARY”		17	1	0x045B2A4	HELP System menu	  Utiliser “RÉSUMÉ”	TRANSLATED
ODYSSEY-TXT-001182	0x01B5950	13	 Using “BAG”		12	1	0x045B2A8	HELP System menu	 Utiliser “SAC”	TRANSLATED
ODYSSEY-TXT-001183	0x01B5974	21	Using the PC at home		20	1	0x045B2B0	HELP System menu	Utiliser le PC à la maison	TRANSLATED
ODYSSEY-TXT-001184	0x01B5989	30	Using the Item Storage System		29	1	0x045B2B4	HELP System menu	Utiliser le Système de Stockage d’Objets	TRANSLATED
ODYSSEY-TXT-001185	0x01B59A7	24	  Using “WITHDRAW ITEM”		23	1	0x045B2B8	HELP System menu	  Utiliser “RETIRER OBJET”	TRANSLATED
ODYSSEY-TXT-001186	0x01B59BF	23	  Using “DEPOSIT ITEM”		22	1	0x045B2BC	HELP System menu	  Utiliser “DÉPOSER OBJET”	TRANSLATED
ODYSSEY-TXT-001187	0x01B59D6	18	Using the MAILBOX		17	1	0x045B2C0	HELP System menu	Utiliser la BOÎTE AUX LETTRES	TRANSLATED
ODYSSEY-TXT-001188	0x01B59E8	13	 Using “RUN”		12	1	0x045B2C4	HELP System menu	 Utiliser “FUITE”	TRANSLATED
ODYSSEY-TXT-001189	0x01B59F5	24	  “REGISTER” a key item		23	1	0x045B2C8	HELP System menu	 “ENREGISTRER” un objet clé	TRANSLATED
ODYSSEY-TXT-001190	0x01B5A0D	14	 Using “BALL”		13	1	0x045B2CC	HELP System menu (Safari)	 Utiliser “BALL”	TRANSLATED
ODYSSEY-TXT-001191	0x01B5A1B	14	 Using “BAIT”		13	1	0x045B2D0	HELP System menu (Safari)	 Utiliser “APPÂT”	TRANSLATED
ODYSSEY-TXT-001192	0x01B5A29	14	 Using “ROCK”		13	1	0x045B2D4	HELP System menu (Safari)	 Utiliser “CAILLOU”	TRANSLATED
ODYSSEY-TXT-001193	0x01B5A37	22	 Using “HALL OF FAME”		21	1	0x045B2D8	HELP System menu	 Utiliser le “HALL DE GLOIRE”	TRANSLATED
ODYSSEY-TXT-001194	0x01B7CC1	3	Hp		2	1	0x045B3A4	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-001195	0x01B7CD9	6	MOVES		5	1	0x045B3AC	stat screen	CAPACITÉS	TRANSLATED
ODYSSEY-TXT-001196	0x01B7CE6	8	Defense		7	1	0x045B3B4	stat screen	Défense	TRANSLATED
ODYSSEY-TXT-001197	0x01B7CEE	8	Sp. Atk		7	1	0x045B3B8	stat screen	Atq. Spé	TRANSLATED
ODYSSEY-TXT-001198	0x01B7CF6	8	Sp. Def		7	1	0x045B3BC	stat screen	Déf. Spé	TRANSLATED
ODYSSEY-TXT-001199	0x01B7D12	5	TYPE		4	1	0x045B3C8	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-001200	0x01B7D17	3	OT		2	1	0x045B3CC	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-001201	0x01B7D1A	5	ITEM		4	1	0x045B3D0	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-001202	0x01B7D1F	8	ABILITY		7	1	0x045B3D4	stat screen	TALENT	TRANSLATED
ODYSSEY-TXT-001203	0x01B7D27	6	MONEY		5	1	0x045B3D8	stat screen	ARGENT	TRANSLATED
ODYSSEY-TXT-001204	0x01B7D2D	10	MOVE TYPE		9	1	0x045B3DC	stat screen	TYPE	TRANSLATED
ODYSSEY-TXT-001205	0x01B7D37	7	NATURE		6	1	0x045B3E0	stat screen	NATURE	TRANSLATED
ODYSSEY-TXT-001206	0x01B7D3E	7	ID No.		6	1	0x045B3E4	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-001207	0x01B7D45	3	PP		2	1	0x045B3E8	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-001208	0x01B7D48	6	POWER		5	1	0x045B3EC	stat screen	PUISSANCE	TRANSLATED
ODYSSEY-TXT-001209	0x01B7D4E	9	ACCURACY		8	1	0x045B3F0	stat screen	PRÉCISION	TRANSLATED
ODYSSEY-TXT-001210	0x01B7D57	4	FNT		3	1	0x045B3F4	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-001211	0x01B7D5B	6	ITEMS		5	1	0x045B3F8	menu	OBJETS	TRANSLATED
ODYSSEY-TXT-001212	0x01B7D61	10	KEY ITEMS		9	1	0x045B3FC	menu	OBJETS CLÉS	TRANSLATED
ODYSSEY-TXT-001213	0x01B7D7E	10	PLAY TIME		9	1	0x045B408	menu	TEMPS DE JEU	TRANSLATED
ODYSSEY-TXT-001214	0x01B7D88	7	BADGES		6	1	0x045B40C	menu	BADGES	TRANSLATED
ODYSSEY-TXT-001215	0x01B7D8F	11	TEXT SPEED		10	1	0x045B410	options	VITESSE TEXTE	TRANSLATED
ODYSSEY-TXT-001216	0x01B7D9A	13	BATTLE SCENE		12	1	0x045B414	options	ANIM. COMBAT	TRANSLATED
ODYSSEY-TXT-001217	0x01B7DA7	13	BATTLE STYLE		12	1	0x045B418	options	STYLE COMBAT	TRANSLATED
ODYSSEY-TXT-001218	0x01B7DB4	6	SOUND		5	1	0x045B41C	options	SON	TRANSLATED
ODYSSEY-TXT-001219	0x01B7DBA	12	BUTTON MODE		11	1	0x045B420	options	MODE BOUTON	TRANSLATED
ODYSSEY-TXT-001220	0x01B7DC6	6	FRAME		5	1	0x045B424	options	CADRE	TRANSLATED
ODYSSEY-TXT-001221	0x01B7DCC	7	CANCEL		6	1	0x045B428	options	ANNULER	TRANSLATED
ODYSSEY-TXT-001222	0x01B7DD3	3	TM		2	1	0x045B42C	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-001223	0x01B7DD6	3	HM		2	1	0x045B430	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-001224	0x01B7DD9	8	HM MOVE		7	1	0x045B434	menu	CAPACITÉ CS	TRANSLATED
ODYSSEY-TXT-001225	0x01B7DE1	10	EVOLUTION		9	1	0x045B438	menu	ÉVOLUTION	TRANSLATED
ODYSSEY-TXT-001226	0x01B7DEB	15	STATUS PROBLEM		14	1	0x045B43C	menu	PROBLÈME DE STATUT	TRANSLATED
ODYSSEY-TXT-001227	0x01B7E02	7	ID No.		6	1	0x045B444	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-001228	0x01B7E09	6	MONEY		5	1	0x045B448	menu	ARGENT	TRANSLATED
ODYSSEY-TXT-001229	0x01B80EC	214	ATTACK indicates the power of an<FE>offensive move. The higher this stat,<FA>the more powerful the move.<FA>It is applied for the following move<FA>types: NORMAL, POISON, GROUND,<FA>FLYING, BUG, FIGHTING, ROCK, GHOST,<FA>and STEEL.	FA;FE	207	2	0x045B460	HELP System stats	ATTAQUE indique la puissance d’une<FE>capacité offensive. Plus cette<FA>stat est élevée, plus la capacité<FA>est puissante.<FA>Elle s’applique aux types suivants :<FA>NORMAL, POISON, SOL, VOL, INSECTE,<FA>COMBAT, ROCHE, SPECTRE et ACIER.	TRANSLATED
ODYSSEY-TXT-001230	0x01B8829	110	elsewhere. The abilities differ from<FA>species to species. Some species may<FA>have more than one kind of ability.	FA	107	1	0x12C0E78	HELP System stats fragment	…ailleurs. Les talents diffèrent<FA>d’une espèce à l’autre. Certaines espèces<FA>peuvent avoir plusieurs talents possibles.	TRANSLATED
ODYSSEY-TXT-001231	0x01B8C18	124	POWER indicates the strength of an<FE>attack. The higher this number, the<FA>greater the damage that can be<FA>inflicted on the foe!	FA;FE	120	2	0x045B49C	HELP System stats	PUISSANCE indique la force d’une<FE>attaque. Plus ce nombre est élevé,<FA>plus les dégâts infligés à<FA>l’adversaire seront importants !	TRANSLATED
ODYSSEY-TXT-001232	0x01B8C94	137	ACCURACY indicates the probability of<FE>the move hitting the foe.<FA>The higher this number, the more likely<FA>the move will strike the target.	FA;FE	133	2	0x045B4A0	HELP System stats	PRÉCISION indique la probabilité<FE>que la capacité touche l’adversaire.<FA>Plus ce nombre est élevé, plus la<FA>capacité a de chances de toucher la cible.	TRANSLATED
ODYSSEY-TXT-001233	0x01B8E67	230	Important items that you find or <FE>receive from people are placed in the<FA>KEY ITEMS POCKET.<FA>Key items may be used, or registered<FA>for use instantly with SELECT. Once<FA>registered, the item can be used<FA>without opening the MENU and BAG.	FA;FE	223	2	0x045B4AC	HELP System	Les objets importants que tu trouves ou<FE>reçois de personnes sont placés dans<FA>la POCHE OBJETS CLÉS.<FA>Les objets clés peuvent être utilisés,<FA>ou enregistrés pour un usage instantané avec SELECT.<FA>Une fois enregistré, l’objet peut être<FA>utilisé sans ouvrir le MENU et le SAC.	TRANSLATED
ODYSSEY-TXT-001234	0x01B90A7	65	This is the total amount of time that<FE>you have played this game.	FE	63	2	0x045B4B8	HELP System	C’est le temps total que tu as<FE>passé à jouer à ce jeu.	TRANSLATED
ODYSSEY-TXT-001235	0x01B9170	82	You can adjust how quickly the text is<FE>displayed. Choose one: SLOW, MID,<FA>or FAST.	FA;FE	79	2	0x045B4C0	HELP System options	Tu peux régler la vitesse<FE>d’affichage du texte. Choisis :<FA>LENTE, MOYENNE ou RAPIDE.	TRANSLATED
ODYSSEY-TXT-001236	0x01B91C2	55	You can choose to turn the battle<FE>animation ON or OFF.	FE	53	2	0x045B4C4	HELP System options	Tu peux activer ou désactiver<FE>les animations de combat.	TRANSLATED
ODYSSEY-TXT-001237	0x01B92B8	53	You can choose between MONO and<FE>STEREO sound output.	FE	51	2	0x045B4CC	HELP System options	Tu peux choisir entre le son<FE>MONO et STÉRÉO.	TRANSLATED
ODYSSEY-TXT-001238	0x01B93D8	97	You may choose the design of the frame<FE>around certain menus. Try them out and<FA>see what you like.	FA;FE	94	2	0x045B4D4	HELP System options	Tu peux choisir le style de cadre<FE>autour de certains menus. Essaie-les<FA>et vois ce qui te plaît.	TRANSLATED
ODYSSEY-TXT-001239	0x01B9439	94	The settings will be changed to the<FE>selections shown in red, and you will<FA>return to the MENU.	FA;FE	91	2	0x045B4D8	HELP System options	Les réglages seront modifiés selon<FE>les sélections affichées en rouge,<FA>et tu retourneras au MENU.	TRANSLATED
ODYSSEY-TXT-001240	0x01B984F	205	Status problems include:<FE>Sleep: Can’t use moves.<FA>Poison: Causes steady HP loss.<FA>Paralysis: May prevent moves.<FA>Burn: HP loss and lowers ATTACK.<FA>Freeze: Can’t use moves.<FA>These can be healed with items, etc.	FA;FE	198	2	0x045B4EC	HELP System	Les problèmes de statut incluent :<FE>Sommeil : empêche les capacités.<FA>Poison : perte de PV constante.<FA>Paralysie : peut bloquer les capacités.<FA>Brûlure : perte de PV et baisse d’ATTAQUE.<FA>Gel : empêche les capacités.<FA>Ils se soignent avec des objets, etc.	TRANSLATED
ODYSSEY-TXT-001241	0x01B9BB7	16	The HELP System		15	1	0x045B504	HELP System title	Le Système d’AIDE	TRANSLATED
ODYSSEY-TXT-001242	0x01B9BC7	9	The game		8	1	0x045B508	HELP System	Le jeu	TRANSLATED
ODYSSEY-TXT-001243	0x01B9BD0	17	Wireless Adapter		16	1	0x045B50C	SYSTEM: wireless menu label	Adaptateur Sans Fil	TRANSLATED
ODYSSEY-TXT-001244	0x01B9BE1	20	Game fundamentals 1		19	1	0x045B510	HELP System	Bases du jeu 1	TRANSLATED
ODYSSEY-TXT-001245	0x01B9BF5	20	Game fundamentals 2		19	1	0x045B514	HELP System	Bases du jeu 2	TRANSLATED
ODYSSEY-TXT-001246	0x01B9C09	20	Game fundamentals 3		19	1	0x045B518	HELP System	Bases du jeu 3	TRANSLATED
ODYSSEY-TXT-001247	0x01B9C2F	213	The help messages change depending on<FE>how much you have progressed in the<FA>game. They are designed to support you<FA>when you need them. If there is<FA>anything that you don’t understand,<FA>please look up the HELP System!	FA;FE	207	2	0x045B524	HELP System	Les messages d’aide changent selon<FE>ta progression dans le jeu.<FA>Ils sont conçus pour t’aider quand<FA>tu en as besoin.<FA>Si quelque chose n’est pas clair,<FA>consulte le Système d’AIDE !	TRANSLATED
